battery_id,cycle_index,y_true,y_pred,stage_value,fold
B0018,64,0.7692112922668457,0.7471486593283225,0.847487211227417,B0018
B0018,65,0.7692112922668457,0.7468627493058861,0.8428519368171692,B0018
B0018,66,0.7669671773910522,0.7451496508185259,0.8345006108283997,B0018
B0018,67,0.7631123661994934,0.7483233371679314,0.8301427364349365,B0018
B0018,68,0.7616137266159058,0.7484920845999393,0.8298511505126953,B0018
B0018,69,0.7568320631980896,0.7467128046107647,0.8247778415679932,B0018
B0018,70,,0.7461689626663106,0.8162536025047302,B0018
B0018,71,,0.7421948127672314,0.8162536025047302,B0018
B0018,72,,0.740898044165152,0.8162536025047302,B0018
B0018,73,,0.739955547048001,0.8134877681732178,B0018
B0018,74,,0.7401213558419691,0.8133631944656372,B0018
B0018,75,,0.7388020358061543,0.8133631944656372,B0018
B0018,76,,0.7366612174990261,0.808609127998352,B0018
B0018,77,,0.7368304392124494,0.8036819696426392,B0018
B0018,78,,0.7331031726807263,0.8022807836532593,B0018
B0018,79,,0.7340705127234625,0.7983635067939758,B0018
B0018,80,,0.7353101534760047,0.7953897714614868,B0018
B0018,81,,0.7345354579420761,0.7900112867355347,B0018
B0018,82,,0.735042300924293,0.7871334552764893,B0018
B0018,83,,0.7341889567854588,0.7844705581665039,B0018
B0018,84,,0.732770358489633,0.7815824747085571,B0018
B0018,85,,0.7348452805866647,0.779813826084137,B0018
B0018,86,,0.7353531205541487,0.779813826084137,B0018
B0018,87,,0.7348486222971556,0.779813826084137,B0018
B0018,88,,0.7342460876574002,0.7817442417144775,B0018
B0018,89,,0.7371570441292976,0.7817442417144775,B0018
B0018,90,,0.7379166410084751,0.7817442417144775,B0018
B0018,91,,0.7350330139874104,0.7817442417144775,B0018
B0018,92,,0.7344471318135629,0.773910641670227,B0018
B0018,93,,0.7345382078603369,0.7738791704177856,B0018
B0018,94,,0.7347695433286826,0.7692112922668457,B0018
B0018,95,,0.7349321739232975,0.7692112922668457,B0018
B0018,96,,0.7340743771553407,0.7669671773910522,B0018
B0018,97,,0.7345894226482035,0.7631123661994934,B0018
B0018,98,,0.7341730602492345,0.7616137266159058,B0018
B0018,99,,0.735122615799858,0.7568320631980896,B0018
B0033,6,0.9678153991699219,0.8785544016384595,0.9737016558647156,B0033
B0033,7,0.9678153991699219,0.8775222465894423,0.9646399617195129,B0033
B0033,8,0.9688777923583984,0.8780908992130106,0.9558877348899841,B0033
B0033,9,0.9775660634040833,0.8808531515409221,0.9556917548179626,B0033
B0033,10,0.9827688932418823,0.8892703069556968,0.9556917548179626,B0033
B0033,11,0.9827688932418823,0.8920809870175268,0.9556917548179626,B0033
B0033,12,0.9763825535774231,0.8931504495328773,0.9704866409301758,B0033
B0033,13,0.9763825535774231,0.8931962950007567,0.9704866409301758,B0033
B0033,14,0.9763825535774231,0.8940726942402264,0.9704866409301758,B0033
B0033,15,0.9724410176277161,0.8940690359935187,0.9704866409301758,B0033
B0033,16,0.9666513204574585,0.8981689996456479,0.9704866409301758,B0033
B0033,17,0.9666513204574585,0.8983413479560207,0.9970819354057312,B0033
B0033,18,0.9602294564247131,0.8969422332360586,0.9970819354057312,B0033
B0033,19,0.9543779492378235,0.9053648713274335,0.9970819354057312,B0033
B0033,20,0.9543779492378235,0.8984995270642517,0.9872633218765259,B0033
B0033,21,0.9543779492378235,0.8953364825118738,0.9872633218765259,B0033
B0033,22,0.9516435265541077,0.8884844928656738,0.9871002435684204,B0033
B0033,23,0.9516435265541077,0.8854861051650952,0.9847936630249023,B0033
B0033,24,0.9287109971046448,0.8786493311941193,0.9814722537994385,B0033
B0033,25,0.9287109971046448,0.8784774930981758,0.9775243997573853,B0033
B0033,26,0.9287109971046448,0.8694622262005053,0.9749692678451538,B0033
B0033,27,0.9329028725624084,0.8718892203091434,0.9705843925476074,B0033
B0033,28,0.9329028725624084,0.8765273425103511,0.9693771600723267,B0033
B0033,29,0.9329028725624084,0.8754531860367077,0.9693771600723267,B0033
B0033,30,0.9329028725624084,0.8755243920717718,0.9590733647346497,B0033
B0033,31,0.9329028725624084,0.8784596003491006,0.9590733647346497,B0033
B0033,32,0.9557003974914551,0.8962506405854025,0.9590733647346497,B0033
B0033,33,0.9557003974914551,0.9004183600206362,0.9678153991699219,B0033
B0033,34,0.9557003974914551,0.9014981803556517,0.9678153991699219,B0033
B0033,35,0.9349327683448792,0.8925953654446466,0.9678153991699219,B0033
B0033,36,0.9303891658782959,0.8819920544206129,0.9678153991699219,B0033
B0033,37,0.9303891658782959,0.8838811783936799,0.9678153991699219,B0033
B0033,38,0.926749050617218,0.8812072558751137,0.9688777923583984,B0033
B0033,39,0.926749050617218,0.8691188952030878,0.9775660634040833,B0033
B0033,40,0.926749050617218,0.8677215351794375,0.9827688932418823,B0033
B0033,41,0.9123006463050842,0.859635954315771,0.9827688932418823,B0033
B0033,42,0.9062467813491821,0.860676892096205,0.9763825535774231,B0033
B0033,43,0.9015828967094421,0.8646633987360086,0.9763825535774231,B0033
B0033,44,0.8990164995193481,0.8606353782410363,0.9763825535774231,B0033
B0033,45,0.896133303642273,0.8612609510420369,0.9724410176277161,B0033
B0033,46,0.8897630572319031,0.8641171665174238,0.9666513204574585,B0033
B0033,47,0.8862687945365906,0.8605346425916205,0.9666513204574585,B0033
B0033,48,0.8854840397834778,0.8580293262934955,0.9602294564247131,B0033
B0033,49,0.8822542428970337,0.8643867539032585,0.9543779492378235,B0033
B0033,50,0.8797937631607056,0.866306760538802,0.9543779492378235,B0033
B0033,51,0.8775237202644348,0.867023116164377,0.9543779492378235,B0033
B0033,52,0.8751133680343628,0.8645411101399976,0.9516435265541077,B0033
B0033,53,0.8751133680343628,0.85864164755043,0.9516435265541077,B0033
B0033,54,0.8775237202644348,0.8609855942028048,0.9287109971046448,B0033
B0033,55,0.8816933035850525,0.8653655343840493,0.9287109971046448,B0033
B0033,56,0.8816933035850525,0.8648461456121239,0.9287109971046448,B0033
B0033,57,0.8816933035850525,0.8653527433406256,0.9329028725624084,B0033
B0033,58,0.8700461387634277,0.8662782052533067,0.9329028725624084,B0033
B0033,59,0.8664276599884033,0.8661507274820492,0.9329028725624084,B0033
B0033,60,0.8664276599884033,0.8615027551056551,0.9329028725624084,B0033
B0033,61,0.8664276599884033,0.8625319301753144,0.9329028725624084,B0033
B0033,62,0.8664276599884033,0.8600523066883007,0.9557003974914551,B0033
B0033,63,0.8664276599884033,0.858635581459119,0.9557003974914551,B0033
B0033,64,0.8551988005638123,0.8574199037534036,0.9557003974914551,B0033
B0033,65,0.8551988005638123,0.8567183655995393,0.9349327683448792,B0033
B0033,66,0.8551988005638123,0.8583976976458956,0.9303891658782959,B0033
B0033,67,0.8554600477218628,0.8620865170750392,0.9303891658782959,B0033
B0033,68,0.8554600477218628,0.860554012833973,0.926749050617218,B0033
B0033,69,0.8554600477218628,0.8556311195577287,0.926749050617218,B0033
B0033,70,0.8422930836677551,0.8566620352437981,0.926749050617218,B0033
B0033,71,0.8422930836677551,0.8551639151744486,0.9123006463050842,B0033
B0033,72,0.8422930836677551,0.854428341194385,0.9062467813491821,B0033
B0033,73,0.8478361964225769,0.8540499322695094,0.9015828967094421,B0033
B0033,74,0.8478361964225769,0.8538477762778908,0.8990164995193481,B0033
B0033,75,0.8478361964225769,0.8563614091644662,0.896133303642273,B0033
B0033,76,0.8311710357666016,0.8569630434848292,0.8897630572319031,B0033
B0033,77,,0.8581035257681512,0.8862687945365906,B0033
B0033,78,,0.8673953210594023,0.8854840397834778,B0033
B0033,79,,0.8658372093208972,0.8822542428970337,B0033
B0033,80,,0.8657056126718856,0.8797937631607056,B0033
B0033,81,,0.8576239523068067,0.8775237202644348,B0033
B0033,82,,0.8576130271724905,0.8751133680343628,B0033
B0033,83,,0.8518720091118517,0.8751133680343628,B0033
B0033,84,,0.8536059052086616,0.8775237202644348,B0033
B0033,85,,0.8556672230506182,0.8816933035850525,B0033
B0033,86,,0.8541452475889365,0.8816933035850525,B0033
B0033,87,,0.846964283285445,0.8816933035850525,B0033
B0033,88,,0.8414813566849026,0.8700461387634277,B0033
B0033,89,,0.8466910241482093,0.8664276599884033,B0033
B0033,90,,0.8448298948759014,0.8664276599884033,B0033
B0033,91,,0.8430541712356497,0.8664276599884033,B0033
B0033,92,,0.8365491116980301,0.8664276599884033,B0033
B0033,93,,0.8309125169447299,0.8664276599884033,B0033
B0033,94,,0.8301794888595485,0.8551988005638123,B0033
B0033,95,,0.8369431645565284,0.8551988005638123,B0033
B0033,96,,0.8467909869594259,0.8551988005638123,B0033
B0033,97,,0.8405259576540707,0.8554600477218628,B0033
B0033,98,,0.8374292377169915,0.8554600477218628,B0033
B0033,99,,0.8380040910921892,0.8554600477218628,B0033
B0033,100,,0.8364717985310812,0.8422930836677551,B0033
B0033,101,,0.839772446641178,0.8422930836677551,B0033
B0033,102,,0.8485828807380256,0.8422930836677551,B0033
B0033,103,,0.839104776633174,0.8478361964225769,B0033
B0033,104,,0.8317009337759765,0.8478361964225769,B0033
B0033,105,,0.831678347776548,0.8478361964225769,B0033
B0033,106,,0.8359960375703134,0.8311710357666016,B0033
B0034,6,0.8640257120132446,0.9103668895064438,0.9718737602233887,B0034
B0034,7,0.8640257120132446,0.855557330687679,0.9048784375190735,B0034
B0034,8,0.8640257120132446,0.8513244569776598,0.9042574763298035,B0034
B0034,9,0.8968657851219177,0.8502410386748747,0.8948128819465637,B0034
B0034,10,0.8968657851219177,0.853466639627093,0.8865175247192383,B0034
B0034,11,0.8968657851219177,0.8484974700841303,0.8800451755523682,B0034
B0034,12,0.9020516276359558,0.8482354114816455,0.8776261210441589,B0034
B0034,13,0.9020516276359558,0.8473839312919822,0.8747038841247559,B0034
B0034,14,0.9177953600883484,0.8469521289661278,0.8716661334037781,B0034
B0034,15,0.9350966811180115,0.8470454639509314,0.8716661334037781,B0034
B0034,16,0.939795196056366,0.8501074163852826,0.8716661334037781,B0034
B0034,17,0.939795196056366,0.853972983880925,0.8770490884780884,B0034
B0034,18,0.9331204295158386,0.8549313968844532,0.8904134035110474,B0034
B0034,19,0.9331204295158386,0.8504671671332508,0.8904134035110474,B0034
B0034,20,0.9252979755401611,0.852380585841973,0.8904134035110474,B0034
B0034,21,0.9201858043670654,0.8559362467017484,0.8904134035110474,B0034
B0034,22,0.9147762060165405,0.8512794767267556,0.8904134035110474,B0034
B0034,23,0.9147762060165405,0.8534410508508783,0.9220924973487854,B0034
B0034,24,0.8914459347724915,0.851081312743118,0.9220924973487854,B0034
B0034,25,0.8853670954704285,0.8512994862808175,0.9220924973487854,B0034
B0034,26,0.8853670954704285,0.8547693030217042,0.9041773080825806,B0034
B0034,27,0.8853670954704285,0.8545532988835048,0.9041773080825806,B0034
B0034,28,0.8821486234664917,0.8550308694353056,0.9032691717147827,B0034
B0034,29,0.8821486234664917,0.8545551224255913,0.9012883305549622,B0034
B0034,30,0.8580529689788818,0.8517339771435923,0.8967483639717102,B0034
B0034,31,0.8580529689788818,0.8466869992912727,0.8774417638778687,B0034
B0034,32,0.8580529689788818,0.8524009866269479,0.8774417638778687,B0034
B0034,33,0.8779299259185791,0.8484992228231729,0.8762383460998535,B0034
B0034,34,0.8779299259185791,0.8473389465189476,0.8683457970619202,B0034
B0034,35,0.8779299259185791,0.8477228878605376,0.8683457970619202,B0034
B0034,36,0.8779299259185791,0.8479483352752033,0.8640257120132446,B0034
B0034,37,0.8779299259185791,0.8510132233910039,0.8640257120132446,B0034
B0034,38,0.9171018004417419,0.84963195781859,0.8640257120132446,B0034
B0034,39,0.9171018004417419,0.8500204725203354,0.8968657851219177,B0034
B0034,40,0.9171018004417419,0.8479696455022061,0.8968657851219177,B0034
B0034,41,0.8789911866188049,0.8469157802894552,0.8968657851219177,B0034
B0034,42,0.8789911866188049,0.8463459186649782,0.9020516276359558,B0034
B0034,43,0.8789911866188049,0.8438485766759881,0.9020516276359558,B0034
B0034,44,0.86981600522995,0.8464633828617878,0.9177953600883484,B0034
B0034,45,0.86981600522995,0.8281624252396546,0.9350966811180115,B0034
B0034,46,0.86981600522995,0.8186246498354506,0.939795196056366,B0034
B0034,47,0.8379711508750916,0.8213081830170116,0.939795196056366,B0034
B0034,48,,0.8221064300616265,0.9331204295158386,B0034
B0034,49,,0.8253708774179179,0.9331204295158386,B0034
B0034,50,,0.8251901057417411,0.9252979755401611,B0034
B0034,51,,0.8252298060478466,0.9201858043670654,B0034
B0034,52,,0.8193523837528575,0.9147762060165405,B0034
B0034,53,,0.8193104647559464,0.9147762060165405,B0034
B0034,54,,0.8141644339618236,0.8914459347724915,B0034
B0034,55,,0.8164150880954043,0.8853670954704285,B0034
B0034,56,,0.818093733501922,0.8853670954704285,B0034
B0034,57,,0.8181588729597222,0.8853670954704285,B0034
B0034,58,,0.8163188706901089,0.8821486234664917,B0034
B0034,59,,0.821383899435004,0.8821486234664917,B0034
B0034,60,,0.8182522756870186,0.8580529689788818,B0034
B0034,61,,0.8169598741319317,0.8580529689788818,B0034
B0034,62,,0.81865457362765,0.8580529689788818,B0034
B0034,63,,0.8192937059756631,0.8779299259185791,B0034
B0034,64,,0.8200561351994439,0.8779299259185791,B0034
B0034,65,,0.8198514245223589,0.8779299259185791,B0034
B0034,66,,0.8242609655283232,0.8779299259185791,B0034
B0034,67,,0.8235259400255608,0.8779299259185791,B0034
B0034,68,,0.8233539384172628,0.9171018004417419,B0034
B0034,69,,0.819355972657961,0.9171018004417419,B0034
B0034,70,,0.819586147753439,0.9171018004417419,B0034
B0034,71,,0.8189998045517424,0.8789911866188049,B0034
B0034,72,,0.8371035040603766,0.8789911866188049,B0034
B0034,73,,0.8391960884333274,0.8789911866188049,B0034
B0034,74,,0.8372303869371394,0.86981600522995,B0034
B0034,75,,0.836774163364654,0.86981600522995,B0034
B0034,76,,0.8346993636507833,0.86981600522995,B0034
B0034,77,,0.8136833531408593,0.8379711508750916,B0034
