battery_id,cycle_index,y_true,y_pred,stage_value,fold,lower_bound,upper_bound,life_stage
B0006,48,63.0,66.98360227642306,0.8563377261161804,B0006,53.418654551643144,80.54855000120297,mid
B0006,49,62.0,67.76784420048985,0.8563377261161804,B0006,54.202896475709935,81.33279192526976,mid
B0006,50,61.0,68.15089538511165,0.8770683407783508,B0006,54.58594766033174,81.71584310989157,mid
B0006,51,60.0,67.3481123752545,0.8770683407783508,B0006,53.78316465047459,80.91306010003441,mid
B0006,52,59.0,67.44691220400375,0.8770683407783508,B0006,53.88196447922384,81.01185992878366,mid
B0006,53,58.0,65.53414171668544,0.861747145652771,B0006,51.96919399190553,79.09908944146535,mid
B0006,54,57.0,63.191010837315716,0.8540747761726379,B0006,49.6260631125358,76.75595856209563,mid
B0006,55,56.0,62.25853148828462,0.8436540365219116,B0006,48.693583763504705,75.82347921306453,mid
B0006,56,55.0,61.18312626020912,0.8384614586830139,B0006,47.61817853542921,74.74807398498903,mid
B0006,57,54.0,59.786546629495106,0.8307900428771973,B0006,46.221598904715194,73.35149435427502,mid
B0006,58,53.0,57.800356626861856,0.8255611658096313,B0006,44.23540890208194,71.36530435164177,mid
B0006,59,52.0,56.39392719139993,0.8202675580978394,B0006,42.82897946662002,69.95887491617984,mid
B0006,60,51.0,55.48054138051211,0.8155072331428528,B0006,41.915593655732195,69.04548910529202,mid
B0006,61,50.0,54.27419439249487,0.8100810647010803,B0006,40.70924666771496,67.83914211727478,mid
B0006,62,49.0,52.32662315675118,0.8046801686286926,B0006,38.76167543197127,65.8915708815311,mid
B0006,63,48.0,50.89277355987025,0.794628918170929,B0006,15.891828054171349,85.89371906556914,late
B0006,64,47.0,51.18487526374858,0.7919987440109253,B0006,16.18392975804968,86.18582076944747,late
B0006,65,46.0,50.09581020873449,0.7897498607635498,B0006,15.09486470303559,85.09675571443339,late
B0006,66,45.0,48.676123454803296,0.7841469645500183,B0006,13.675177949104395,83.6770689605022,late
B0006,67,44.0,47.81911185077724,0.7818475961685181,B0006,12.818166345078339,82.82005735647614,late
B0006,68,43.0,46.837938613534924,0.7740268707275391,B0006,11.836993107836022,81.83888411923382,late
B0006,69,42.0,44.91822957528689,0.7711656093597412,B0006,9.917284069587986,79.91917508098578,late
B0006,70,41.0,43.198637108095014,0.766140878200531,B0006,8.197691602396112,78.19958261379392,late
B0006,71,40.0,42.51179287567704,0.7609562873840332,B0006,7.510847369978137,77.51273838137594,late
B0006,72,39.0,41.41748761102707,0.7557617425918579,B0006,6.416542105328169,76.41843311672596,late
B0006,73,38.0,40.80271426855913,0.7533696293830872,B0006,5.8017687628602275,75.80365977425802,late
B0006,74,37.0,39.172680100784035,0.7530450224876404,B0006,4.171734595085134,74.17362560648294,late
B0006,75,36.0,38.02279201251664,0.7480528950691223,B0006,3.021846506817738,73.02373751821554,late
B0006,76,35.0,37.38730994061803,0.7455054521560669,B0006,2.3863644349191304,72.38825544631693,late
B0006,77,34.0,35.24022735963163,0.7428412437438965,B0006,0.23928185393273083,70.24117286533053,late
B0006,78,33.0,33.048364104894226,0.7428412437438965,B0006,0.0,68.04930961059313,late
B0006,79,32.0,34.382730736211585,0.7428412437438965,B0006,0.0,69.38367624191048,late
B0006,80,31.0,33.311466171085115,0.7376663684844971,B0006,0.0,68.31241167678402,late
B0006,81,30.0,33.12066211016955,0.7353149652481079,B0006,0.0,68.12160761586844,late
B0006,82,29.0,31.216898171514558,0.7353149652481079,B0006,0.0,66.21784367721347,late
B0006,83,28.0,29.975111852431773,0.7302279472351074,B0006,0.0,64.97605735813067,late
B0006,84,27.0,29.106565437360644,0.7301380634307861,B0006,0.0,64.10751094305954,late
B0006,85,26.0,28.19939395241763,0.7276373505592346,B0006,0.0,63.20033945811653,late
B0006,86,25.0,28.046070730075687,0.7248228788375854,B0006,0.0,63.04701623577459,late
B0006,87,24.0,26.893384010082073,0.717121422290802,B0006,0.0,61.894329515780974,late
B0006,88,23.0,25.354761841006074,0.71697598695755,B0006,0.0,60.355707346704975,late
B0006,89,22.0,24.741284108921672,0.7147628664970398,B0006,0.0,59.74222961462057,late
B0006,90,21.0,25.47128038736787,0.7147628664970398,B0006,0.0,60.47222589306677,late
B0006,91,20.0,26.02563102898376,0.7147628664970398,B0006,0.0,61.02657653468266,late
B0006,92,19.0,26.182706927146263,0.7481300830841064,B0006,0.0,61.183652432845165,late
B0006,93,18.0,25.933745379898205,0.7481300830841064,B0006,0.0,60.93469088559711,late
B0006,94,17.0,26.961571374271223,0.7481300830841064,B0006,0.0,61.962516879970124,late
B0006,95,16.0,26.28076165679068,0.7403623461723328,B0006,0.0,61.28170716248958,late
B0006,96,15.0,25.71054527990283,0.7325251698493958,B0006,0.0,60.71149078560173,late
B0006,97,14.0,24.761835979444843,0.7275146842002869,B0006,0.0,59.76278148514375,late
B0006,98,13.0,24.230665552114903,0.7224738001823425,B0006,0.0,59.23161105781381,late
B0006,99,12.0,23.9333423169995,0.7170783281326294,B0006,0.0,58.9342878226984,late
B0006,100,11.0,23.295497737642684,0.7146239280700684,B0006,0.0,58.296443243341585,late
B0006,101,10.0,22.574214855127384,0.7119139432907104,B0006,0.0,57.57516036082629,late
B0006,102,9.0,22.633130834007204,0.7068910598754883,B0006,0.0,57.634076339706105,late
B0006,103,8.0,20.905819371280934,0.7043296098709106,B0006,0.0,55.906764876979835,late
B0006,104,7.0,20.11072651367967,0.7043296098709106,B0006,0.0,55.111672019378574,late
B0006,105,6.0,20.28274737849671,0.7043296098709106,B0006,0.0,55.28369288419561,late
B0006,106,5.0,19.48750540836961,0.7017000317573547,B0006,0.0,54.48845091406851,late
B0006,107,4.0,19.495772689990133,0.7017000317573547,B0006,0.0,54.496718195689034,late
B0006,108,3.0,19.217382122625928,0.6988921165466309,B0006,0.0,54.21832762832483,late
B0006,109,2.0,18.20527294686563,0.6962820291519165,B0006,0.0,53.20621845256453,late
B0006,110,1.0,16.60887974401124,0.693904459476471,B0006,0.0,51.60982524971014,late
B0006,111,0.0,16.12902081397997,0.6890872716903687,B0006,0.0,51.12996631967887,late
B0018,6,93.0,90.79722986351938,0.9929781556129456,B0018,55.796284357820475,125.79817536921828,early
B0018,7,92.0,88.90843337867693,0.9918801188468933,B0018,53.90748787297803,123.90937888437583,early
B0018,8,91.0,87.15747277536946,0.9907180666923523,B0018,52.156527269670555,122.15841828106835,early
B0018,9,90.0,85.43014346803795,0.9867478609085083,B0018,50.42919796233905,120.43108897373685,early
B0018,10,89.0,87.9914016708695,0.9867478609085083,B0018,52.99045616517059,122.99234717656839,early
B0018,11,88.0,89.06357821272768,0.9834800958633423,B0018,54.062632707028776,124.06452371842659,early
B0018,12,87.0,88.15143731764476,0.9818304181098938,B0018,53.15049181194586,123.15238282334366,early
B0018,13,86.0,86.79295410167711,0.9778028130531311,B0018,51.79200859597821,121.793899607376,early
B0018,14,85.0,85.30487280134597,0.9778028130531311,B0018,50.303927295647064,120.30581830704486,early
B0018,15,84.0,83.93841799464948,0.9703001379966736,B0018,48.93747248895058,118.93936350034838,early
B0018,16,83.0,81.91020899639918,0.9663050770759583,B0018,46.909263490700276,116.91115450209807,early
B0018,17,82.0,80.62879148509126,0.9649330973625183,B0018,45.627845979392355,115.62973699079015,early
B0018,18,81.0,79.56022061340659,0.9596614837646484,B0018,44.559275107707684,114.56116611910548,early
B0018,19,80.0,78.33116027654356,0.9582643508911133,B0018,43.330214770844655,113.33210578224245,early
B0018,20,79.0,82.90690189581537,0.9501372575759888,B0018,47.905956390116465,117.90784740151426,early
B0018,21,78.0,81.35439879800256,0.9461220502853394,B0018,46.35345329230366,116.35534430370146,early
B0018,22,77.0,78.88292245645799,0.9414868354797363,B0018,43.88197695075909,113.8838679621569,early
B0018,23,76.0,77.01146641320602,0.9381557703018188,B0018,42.01052090750712,112.01241191890492,early
B0018,24,75.0,75.49193799564297,0.9272941946983337,B0018,40.49099248994407,110.49288350134188,early
B0018,25,74.0,75.41143041069371,0.9272941946983337,B0018,40.41048490499481,110.41237591639262,early
B0018,26,73.0,73.6314670401962,0.9272941946983337,B0018,38.6305215344973,108.63241254589511,early
B0018,27,72.0,72.61692907576523,0.933124840259552,B0018,37.61598357006633,107.61787458146412,early
B0018,28,71.0,71.55733580032998,0.933124840259552,B0018,36.55639029463108,106.55828130602887,early
B0018,29,70.0,70.3312710250959,0.933124840259552,B0018,35.330325519397,105.3322165307948,early
B0018,30,69.0,69.5193720185647,0.9274981021881104,B0018,34.518426512865794,104.52031752426359,early
B0018,31,68.0,67.62677992393809,0.920682966709137,B0018,32.62583441823919,102.627725429637,early
B0018,32,67.0,65.79220495541213,0.9178485870361328,B0018,30.79125944971323,100.79315046111103,early
B0018,33,66.0,64.09005969784715,0.9112743735313416,B0018,29.08911419214825,99.09100520354605,early
B0018,34,65.0,63.198924740734455,0.9086055159568787,B0018,28.197979235035554,98.19987024643336,early
B0018,35,64.0,61.77968606511841,0.9023995399475098,B0018,26.77874055941951,96.78063157081732,early
B0018,36,63.0,59.893924720130514,0.8978860378265381,B0018,46.3289769953506,73.45887244491043,mid
B0018,37,62.0,58.099491258641876,0.8930268883705139,B0018,44.534543533861964,71.66443898342179,mid
B0018,38,61.0,55.95885348909391,0.8879045844078064,B0018,42.393905764314,69.52380121387382,mid
B0018,39,60.0,54.16279711796628,0.8818788528442383,B0018,40.597849393186365,67.72774484274619,mid
B0018,40,59.0,54.702300118969916,0.8818788528442383,B0018,41.13735239419,68.26724784374983,mid
B0018,41,58.0,53.74578921431755,0.8818788528442383,B0018,40.180841489537634,67.31073693909747,mid
B0018,42,57.0,52.61484608238947,0.8844439387321472,B0018,39.04989835760956,66.17979380716937,mid
B0018,43,56.0,50.91390943021387,0.8844439387321472,B0018,37.34896170543396,64.47885715499379,mid
B0018,44,55.0,49.86590882612261,0.8844439387321472,B0018,36.3009611013427,63.430856550902526,mid
B0018,45,54.0,47.55503530209892,0.8757928609848022,B0018,33.99008757731901,61.119983026878835,mid
B0018,46,53.0,48.090568234062275,0.8757928609848022,B0018,34.52562050928236,61.65551595884219,mid
B0018,47,52.0,48.03387570614701,0.8757928609848022,B0018,34.468927981367095,61.59882343092692,mid
B0018,48,51.0,47.57339256067884,0.9188168048858643,B0018,12.57244705497994,82.57433806637775,early
B0018,49,50.0,46.92167648337121,0.9188168048858643,B0018,11.920730977672306,81.92262198907011,early
B0018,50,49.0,46.478175253115545,0.9188168048858643,B0018,11.477229747416644,81.47912075881445,early
B0018,51,48.0,45.909046063783244,0.9090396761894226,B0018,10.908100558084342,80.90999156948214,early
B0018,52,47.0,44.76256880108359,0.9028806686401367,B0018,9.761623295384688,79.7635143067825,early
B0018,53,46.0,43.72198821059358,0.8997640609741211,B0018,30.157040485813667,57.28693593537349,mid
B0018,54,45.0,42.022328132960354,0.892273485660553,B0018,28.45738040818044,55.587275857740266,mid
B0018,55,44.0,41.367658509524524,0.8808577060699463,B0018,27.80271078474461,54.93260623430444,mid
B0018,56,43.0,36.59868232296144,0.8808577060699463,B0018,23.033734598181525,50.16363004774135,mid
B0018,57,42.0,35.70374077232512,0.8808577060699463,B0018,22.138793047545207,49.26868849710503,mid
B0018,58,41.0,34.744957091103316,0.8740857839584351,B0018,21.180009366323404,48.30990481588323,mid
B0018,59,40.0,33.084864827239336,0.8740857839584351,B0018,19.519917102459424,46.64981255201925,mid
B0018,60,39.0,32.4944672500144,0.8740857839584351,B0018,18.92951952523449,46.059414974794315,mid
B0018,61,38.0,31.722776948566494,0.862616240978241,B0018,18.15782922378658,45.2877246733464,mid
B0018,62,37.0,29.660045323953085,0.8596388101577759,B0018,16.095097599173172,43.224993048733,mid
B0018,63,36.0,28.3067012878544,0.8561038374900818,B0018,14.741753563074486,41.87164901263431,mid
B0018,64,35.0,26.56870398966516,0.847487211227417,B0018,13.003756264885247,40.13365171444507,mid
B0018,65,34.0,25.027096420644863,0.8428519368171692,B0018,11.46214869586495,38.59204414542478,mid
B0018,66,33.0,24.70281733102658,0.8345006108283997,B0018,11.137869606246667,38.26776505580649,mid
B0018,67,32.0,22.510895994157035,0.8301427364349365,B0018,8.945948269377123,36.07584371893695,mid
B0018,68,31.0,20.636962604415466,0.8298511505126953,B0018,7.072014879635553,34.20191032919538,mid
B0018,69,30.0,18.429409612173732,0.8247778415679932,B0018,4.864461887393819,31.994357336953644,mid
B0018,70,29.0,16.694324696964053,0.8162536025047302,B0018,3.12937697218414,30.259272421743965,mid
B0018,71,28.0,16.792233058866728,0.8162536025047302,B0018,3.2272853340868153,30.35718078364664,mid
B0018,72,27.0,16.20276144673127,0.8162536025047302,B0018,2.637813721951357,29.767709171511182,mid
B0018,73,26.0,15.132274710115993,0.8134877681732178,B0018,1.5673269853360807,28.697222434895906,mid
B0018,74,25.0,14.366240671699853,0.8133631944656372,B0018,0.8012929469199399,27.931188396479765,mid
B0018,75,24.0,12.836922260908203,0.8133631944656372,B0018,0.0,26.401869985688116,mid
B0018,76,23.0,12.101911241789267,0.808609127998352,B0018,0.0,25.66685896656918,mid
B0018,77,22.0,10.174656224673598,0.8036819696426392,B0018,0.0,23.73960394945351,mid
B0018,78,21.0,8.273221835017168,0.8022807836532593,B0018,0.0,21.83816955979708,mid
B0018,79,20.0,6.896969434200727,0.7983635067939758,B0018,0.0,41.89791493989963,late
B0018,80,19.0,5.291277598683365,0.7953897714614868,B0018,0.0,40.292223104382266,late
B0018,81,18.0,4.931025274643126,0.7900112867355347,B0018,0.0,39.93197078034203,late
B0018,82,17.0,2.8258047256091885,0.7871334552764893,B0018,0.0,37.82675023130809,late
B0018,83,16.0,1.2303121417977607,0.7844705581665039,B0018,0.0,36.23125764749666,late
B0018,84,15.0,0.0,0.7815824747085571,B0018,0.0,35.0009455056989,late
B0018,85,14.0,0.0,0.779813826084137,B0018,0.0,35.0009455056989,late
B0018,86,13.0,0.0,0.779813826084137,B0018,0.0,35.0009455056989,late
B0018,87,12.0,0.0,0.779813826084137,B0018,0.0,35.0009455056989,late
B0018,88,11.0,0.0,0.7817442417144775,B0018,0.0,35.0009455056989,late
B0018,89,10.0,0.0,0.7817442417144775,B0018,0.0,35.0009455056989,late
B0018,90,9.0,0.0,0.7817442417144775,B0018,0.0,35.0009455056989,late
B0018,91,8.0,0.0,0.7817442417144775,B0018,0.0,35.0009455056989,late
B0018,92,7.0,0.0,0.773910641670227,B0018,0.0,35.0009455056989,late
B0018,93,6.0,0.0,0.7738791704177856,B0018,0.0,35.0009455056989,late
B0018,94,5.0,0.0,0.7692112922668457,B0018,0.0,35.0009455056989,late
B0018,95,4.0,0.0,0.7692112922668457,B0018,0.0,35.0009455056989,late
B0018,96,3.0,0.0,0.7669671773910522,B0018,0.0,35.0009455056989,late
B0018,97,2.0,0.0,0.7631123661994934,B0018,0.0,35.0009455056989,late
B0018,98,1.0,0.0,0.7616137266159058,B0018,0.0,35.0009455056989,late
B0018,99,0.0,0.0,0.7568320631980896,B0018,0.0,35.0009455056989,late
B0033,6,100.0,66.70604255634137,0.9737016558647156,B0033,43.93406191154665,89.4780232011361,early
B0033,7,99.0,65.22440827096038,0.9646399617195129,B0033,42.45242762616566,87.9963889157551,early
B0033,8,98.0,62.9990544943011,0.9558877348899841,B0033,40.227073849506375,85.77103513909583,early
B0033,9,97.0,62.44068198710711,0.9556917548179626,B0033,39.66870134231239,85.21266263190184,early
B0033,10,96.0,63.269882240152306,0.9556917548179626,B0033,40.49790159535758,86.04186288494702,early
B0033,11,95.0,63.16238726006825,0.9556917548179626,B0033,40.39040661527353,85.93436790486297,early
B0033,12,94.0,62.23957781008907,0.9704866409301758,B0033,39.46759716529434,85.01155845488378,early
B0033,13,93.0,60.53527835082417,0.9704866409301758,B0033,37.76329770602945,83.3072589956189,early
B0033,14,92.0,58.897670128348864,0.9704866409301758,B0033,36.12568948355414,81.66965077314359,early
B0033,15,91.0,58.86082026290854,0.9704866409301758,B0033,36.088839618113816,81.63280090770326,early
B0033,16,90.0,58.88137308951568,0.9704866409301758,B0033,36.10939244472095,81.6533537343104,early
B0033,17,89.0,58.67895118548938,0.9970819354057312,B0033,35.90697054069466,81.4509318302841,early
B0033,18,88.0,58.41203735913448,0.9970819354057312,B0033,35.64005671433976,81.1840180039292,early
B0033,19,87.0,57.867029941522745,0.9970819354057312,B0033,35.09504929672802,80.63901058631747,early
B0033,20,86.0,54.824383364894985,0.9872633218765259,B0033,32.05240272010026,77.59636400968971,early
B0033,21,85.0,54.96475308473428,0.9872633218765259,B0033,32.19277243993955,77.73673372952899,early
B0033,22,84.0,54.616575790217254,0.9871002435684204,B0033,31.84459514542253,77.38855643501198,early
B0033,23,83.0,53.9342282371531,0.9847936630249023,B0033,31.162247592358376,76.70620888194782,early
B0033,24,82.0,52.682200628413625,0.9814722537994385,B0033,29.9102199836189,75.45418127320835,early
B0033,25,81.0,52.23374513804373,0.9775243997573853,B0033,29.461764493249007,75.00572578283845,early
B0033,26,80.0,52.05246732153377,0.9749692678451538,B0033,29.280486676739045,74.82444796632849,early
B0033,27,79.0,51.39837462494207,0.9705843925476074,B0033,28.62639398014735,74.1703552697368,early
B0033,28,78.0,50.679341050122304,0.9693771600723267,B0033,27.90736040532758,73.45132169491703,early
B0033,29,77.0,49.833866420181984,0.9693771600723267,B0033,27.06188577538726,72.6058470649767,early
B0033,30,76.0,49.18942297351655,0.9590733647346497,B0033,26.417442328721826,71.96140361831127,early
B0033,31,75.0,49.40017750814981,0.9590733647346497,B0033,26.628196863355086,72.17215815294453,early
B0033,32,74.0,48.93466191672521,0.9590733647346497,B0033,26.162681271930488,71.70664256151994,early
B0033,33,73.0,48.41666166287632,0.9678153991699219,B0033,25.6446810180816,71.18864230767105,early
B0033,34,72.0,47.520934033574804,0.9678153991699219,B0033,24.74895338878008,70.29291467836953,early
B0033,35,71.0,46.92124925905635,0.9678153991699219,B0033,24.14926861426163,69.69322990385108,early
B0033,36,70.0,47.37437303151529,0.9678153991699219,B0033,24.602392386720567,70.14635367631001,early
B0033,37,69.0,46.48882109137556,0.9678153991699219,B0033,23.71684044658084,69.2608017361703,early
B0033,38,68.0,45.925519797842334,0.9688777923583984,B0033,23.15353915304761,68.69750044263705,early
B0033,39,67.0,45.99716214049011,0.9775660634040833,B0033,23.225181495695388,68.76914278528483,early
B0033,40,66.0,47.036649447252756,0.9827688932418823,B0033,24.264668802458033,69.80863009204748,early
B0033,41,65.0,46.84969626000694,0.9827688932418823,B0033,24.077715615212213,69.62167690480166,early
B0033,42,64.0,46.10914018800646,0.9763825535774231,B0033,23.337159543211733,68.88112083280117,early
B0033,43,63.0,43.71903147993804,0.9763825535774231,B0033,20.947050835143315,66.49101212473276,early
B0033,44,62.0,44.69212010706354,0.9763825535774231,B0033,21.920139462268814,67.46410075185827,early
B0033,45,61.0,41.592071013535445,0.9724410176277161,B0033,18.820090368740722,64.36405165833017,early
B0033,46,60.0,41.04293650386816,0.9666513204574585,B0033,18.27095585907344,63.814917148662886,early
B0033,47,59.0,40.54918842344302,0.9666513204574585,B0033,17.777207778648297,63.321169068237744,early
B0033,48,58.0,39.89150969945134,0.9602294564247131,B0033,17.119529054656617,62.663490344246064,early
B0033,49,57.0,39.771929469185366,0.9543779492378235,B0033,16.999948824390643,62.54391011398009,early
B0033,50,56.0,36.25161271775138,0.9543779492378235,B0033,13.479632072956655,59.0235933625461,early
B0033,51,55.0,35.495889447188375,0.9543779492378235,B0033,12.723908802393652,58.2678700919831,early
B0033,52,54.0,35.10984217660209,0.9516435265541077,B0033,12.33786153180737,57.88182282139682,early
B0033,53,53.0,34.154758794650675,0.9516435265541077,B0033,11.382778149855952,56.9267394394454,early
B0033,54,52.0,33.2752829046743,0.9287109971046448,B0033,10.503302259879575,56.04726354946902,early
B0033,55,51.0,32.761557024465546,0.9287109971046448,B0033,9.989576379670822,55.53353766926027,early
B0033,56,50.0,31.65131123458868,0.9287109971046448,B0033,8.879330589793955,54.4232918793834,early
B0033,57,49.0,31.502080226875076,0.9329028725624084,B0033,8.730099582080353,54.2740608716698,early
B0033,58,48.0,30.866606185902977,0.9329028725624084,B0033,8.094625541108254,53.638586830697704,early
B0033,59,47.0,28.876448111552254,0.9329028725624084,B0033,6.10446746675753,51.64842875634697,early
B0033,60,46.0,29.57314267571739,0.9329028725624084,B0033,6.801162030922665,52.345123320512116,early
B0033,61,45.0,29.121011165678368,0.9329028725624084,B0033,6.349030520883645,51.89299181047309,early
B0033,62,44.0,28.434238603278974,0.9557003974914551,B0033,5.6622579584842505,51.206219248073694,early
B0033,63,43.0,27.438847259388055,0.9557003974914551,B0033,4.6668666145933315,50.21082790418278,early
B0033,64,42.0,26.893150764064337,0.9557003974914551,B0033,4.121170119269614,49.66513140885906,early
B0033,65,41.0,26.194107255549056,0.9349327683448792,B0033,3.422126610754333,48.96608790034378,early
B0033,66,40.0,26.070002838579203,0.9303891658782959,B0033,3.2980221937844796,48.84198348337392,early
B0033,67,39.0,25.081364405364855,0.9303891658782959,B0033,2.3093837605701317,47.853345050159575,early
B0033,68,38.0,24.340076151951507,0.926749050617218,B0033,1.5680955071567837,47.11205679674623,early
B0033,69,37.0,23.826586409181015,0.926749050617218,B0033,1.0546057643862916,46.59856705397574,early
B0033,70,36.0,23.009114320288834,0.926749050617218,B0033,0.23713367549411046,45.781094965083554,early
B0033,71,35.0,22.84015918970823,0.9123006463050842,B0033,0.06817854491350772,45.612139834502955,early
B0033,72,34.0,21.747653431438682,0.9062467813491821,B0033,0.0,44.5196340762334,early
B0033,73,33.0,20.572922707704155,0.9015828967094421,B0033,0.0,43.344903352498875,early
B0033,74,32.0,19.89941031464142,0.8990164995193481,B0033,6.334462589861506,33.46435803942133,mid
B0033,75,31.0,18.99158680328605,0.896133303642273,B0033,5.426639078506138,32.55653452806597,mid
B0033,76,30.0,18.768524885184334,0.8897630572319031,B0033,5.203577160404421,32.33347260996425,mid
B0033,77,29.0,18.524028395110243,0.8862687945365906,B0033,4.95908067033033,32.088976119890155,mid
B0033,78,28.0,18.047076293032,0.8854840397834778,B0033,4.482128568252087,31.612024017811912,mid
B0033,79,27.0,17.264807017538153,0.8822542428970337,B0033,3.6998592927582408,30.829754742318066,mid
B0033,80,26.0,16.463434014864355,0.8797937631607056,B0033,2.898486290084442,30.028381739644267,mid
B0033,81,25.0,16.16496083445369,0.8775237202644348,B0033,2.600013109673778,29.729908559233603,mid
B0033,82,24.0,15.642844115963776,0.8751133680343628,B0033,2.077896391183863,29.20779184074369,mid
B0033,83,23.0,15.108301623339159,0.8751133680343628,B0033,1.5433538985592463,28.67324934811907,mid
B0033,84,22.0,14.553074235346948,0.8775237202644348,B0033,0.9881265105670352,28.11802196012686,mid
B0033,85,21.0,13.927422208106265,0.8816933035850525,B0033,0.362474483326352,27.492369932886177,mid
B0033,86,20.0,13.747369334013086,0.8816933035850525,B0033,0.18242160923317385,27.312317058793,mid
B0033,87,19.0,12.897188833455488,0.8816933035850525,B0033,0.0,26.4621365582354,mid
B0033,88,18.0,12.083381302633356,0.8700461387634277,B0033,0.0,25.64832902741327,mid
B0033,89,17.0,11.526161874231455,0.8664276599884033,B0033,0.0,25.091109599011368,mid
B0033,90,16.0,10.62159390811815,0.8664276599884033,B0033,0.0,24.186541632898063,mid
B0033,91,15.0,10.281170317416837,0.8664276599884033,B0033,0.0,23.84611804219675,mid
B0033,92,14.0,9.551643741587597,0.8664276599884033,B0033,0.0,23.11659146636751,mid
B0033,93,13.0,8.489411209519758,0.8664276599884033,B0033,0.0,22.05435893429967,mid
B0033,94,12.0,8.019191994809105,0.8551988005638123,B0033,0.0,21.584139719589018,mid
